Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
11889,82281,Female,Loyal Customer,41,Personal Travel,Eco,1481,1,5,1,5,2,1,2,2,3,3,3,5,4,2,19,0.0,neutral or dissatisfied
4303,106752,Female,Loyal Customer,37,Business travel,Business,545,2,5,5,5,3,3,3,2,2,2,2,4,2,3,9,0.0,neutral or dissatisfied
73755,88333,Male,disloyal Customer,33,Business travel,Business,581,3,3,3,5,4,3,4,4,4,3,5,4,5,4,0,0.0,neutral or dissatisfied
83533,16762,Male,disloyal Customer,33,Business travel,Eco,642,3,4,3,3,5,3,5,5,5,2,3,5,1,5,0,0.0,neutral or dissatisfied
8022,67229,Male,Loyal Customer,69,Personal Travel,Eco,964,2,5,1,2,2,1,2,2,3,4,5,3,5,2,0,0.0,neutral or dissatisfied
77076,91218,Male,Loyal Customer,28,Personal Travel,Eco,442,2,4,3,1,1,3,1,1,5,3,5,4,5,1,0,1.0,neutral or dissatisfied
34840,88220,Male,disloyal Customer,77,Business travel,Business,404,1,1,1,1,4,4,4,3,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
35701,29655,Female,Loyal Customer,17,Personal Travel,Eco,680,3,4,3,4,4,3,4,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied
4304,50394,Female,Loyal Customer,30,Business travel,Business,2436,2,2,2,2,3,3,2,3,4,2,3,4,3,3,73,70.0,neutral or dissatisfied
84625,91098,Female,Loyal Customer,18,Personal Travel,Eco,271,3,4,3,2,2,3,3,2,3,4,5,5,4,2,0,2.0,neutral or dissatisfied
12699,6093,Female,Loyal Customer,16,Personal Travel,Eco Plus,691,2,4,1,4,2,1,2,2,3,2,5,4,5,2,0,0.0,neutral or dissatisfied
23222,78508,Male,disloyal Customer,26,Business travel,Eco,620,4,0,4,1,2,4,2,2,1,5,3,2,1,2,0,0.0,neutral or dissatisfied
37907,112722,Male,Loyal Customer,63,Personal Travel,Eco,671,2,5,2,3,3,2,3,3,4,5,3,4,2,3,0,0.0,neutral or dissatisfied
57712,89840,Female,Loyal Customer,48,Business travel,Business,2532,5,5,3,5,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
12790,101376,Male,disloyal Customer,27,Business travel,Business,486,5,5,5,3,4,5,4,4,4,2,5,5,4,4,21,13.0,satisfied
90857,83380,Male,Loyal Customer,66,Personal Travel,Eco,1124,4,1,4,4,2,4,2,2,1,3,2,3,3,2,0,0.0,satisfied
34507,93468,Female,disloyal Customer,23,Business travel,Eco,605,0,3,0,4,1,0,1,1,3,4,4,5,5,1,0,0.0,satisfied
15927,108277,Female,Loyal Customer,68,Personal Travel,Eco,895,2,3,2,3,4,4,4,5,5,2,5,4,5,4,0,0.0,neutral or dissatisfied
46817,119732,Male,Loyal Customer,27,Business travel,Business,1882,3,2,3,2,3,2,3,3,2,2,3,4,4,3,0,21.0,neutral or dissatisfied
63328,126765,Female,Loyal Customer,38,Personal Travel,Eco,2402,1,1,1,3,4,1,4,4,3,1,3,2,3,4,0,0.0,neutral or dissatisfied
100492,42327,Male,Loyal Customer,24,Personal Travel,Eco,726,2,2,2,3,2,2,2,2,4,1,4,1,3,2,0,0.0,neutral or dissatisfied
80622,15158,Female,Loyal Customer,13,Personal Travel,Eco,912,3,5,3,1,5,3,2,5,4,3,5,3,5,5,9,9.0,neutral or dissatisfied
17003,35770,Female,Loyal Customer,37,Business travel,Eco,200,3,1,5,1,3,3,3,3,4,1,4,3,4,3,22,19.0,neutral or dissatisfied
11170,121282,Female,Loyal Customer,31,Personal Travel,Eco Plus,2075,2,3,3,3,3,3,3,3,1,3,3,2,4,3,0,0.0,neutral or dissatisfied
96576,102667,Male,Loyal Customer,64,Business travel,Eco,255,3,3,1,3,3,3,3,3,2,5,4,4,4,3,16,9.0,neutral or dissatisfied
32351,6767,Female,Loyal Customer,37,Business travel,Business,223,5,5,5,5,2,4,5,5,5,5,4,4,5,3,0,0.0,satisfied
62681,57897,Male,Loyal Customer,60,Business travel,Business,305,1,1,1,1,4,4,4,5,5,5,5,5,5,3,1,0.0,satisfied
43989,12461,Male,Loyal Customer,32,Personal Travel,Eco,285,3,5,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,neutral or dissatisfied
98632,27699,Male,Loyal Customer,31,Business travel,Eco Plus,1107,5,4,4,4,5,5,5,5,2,4,4,1,2,5,0,0.0,satisfied
84918,4085,Female,disloyal Customer,40,Business travel,Business,431,4,3,3,2,3,3,3,3,3,3,4,3,4,3,0,0.0,satisfied
19803,49393,Male,Loyal Customer,42,Business travel,Eco,337,4,1,1,1,4,4,4,4,4,1,1,3,5,4,0,0.0,satisfied
9502,103256,Male,Loyal Customer,59,Business travel,Business,888,5,5,5,5,5,4,5,5,5,5,5,4,5,4,14,14.0,satisfied
66287,16893,Male,disloyal Customer,16,Business travel,Eco,746,3,3,3,3,3,3,3,3,2,3,4,3,4,3,26,14.0,neutral or dissatisfied
44164,2248,Female,Loyal Customer,49,Business travel,Business,2464,4,4,4,4,3,5,5,5,5,4,5,4,5,3,20,14.0,satisfied
41824,14270,Female,Loyal Customer,28,Business travel,Business,429,2,2,2,2,3,4,3,3,1,1,4,5,3,3,0,0.0,satisfied
103802,107065,Male,Loyal Customer,60,Personal Travel,Eco,395,2,4,5,3,4,5,4,4,5,3,4,4,4,4,23,12.0,neutral or dissatisfied
47355,22819,Female,Loyal Customer,38,Business travel,Eco,302,3,2,2,2,3,5,3,3,2,4,2,1,1,3,0,0.0,satisfied
65578,127968,Female,Loyal Customer,54,Business travel,Business,1999,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
38658,18733,Male,disloyal Customer,38,Business travel,Business,1167,2,2,2,2,3,2,3,3,4,1,2,3,2,3,0,0.0,neutral or dissatisfied
25278,45156,Male,Loyal Customer,49,Business travel,Business,174,4,4,4,4,4,1,3,5,5,5,4,2,5,3,20,9.0,satisfied
59314,24330,Female,Loyal Customer,49,Personal Travel,Eco,1048,4,4,4,3,5,4,5,1,1,4,1,5,1,3,0,0.0,satisfied
34143,64735,Female,Loyal Customer,56,Business travel,Business,2378,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
97655,93580,Male,disloyal Customer,25,Business travel,Eco,159,1,4,1,4,1,5,5,3,2,3,4,5,4,5,411,425.0,neutral or dissatisfied
82758,115646,Male,Loyal Customer,31,Business travel,Eco,480,3,2,2,2,3,3,3,3,1,5,4,2,3,3,0,0.0,neutral or dissatisfied
6749,77002,Female,Loyal Customer,55,Business travel,Business,3608,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
63545,71439,Female,disloyal Customer,37,Business travel,Business,867,4,4,4,3,4,4,4,4,3,5,4,4,4,4,0,0.0,satisfied
11529,56571,Male,Loyal Customer,48,Business travel,Business,1023,1,3,1,1,3,4,5,5,5,5,5,5,5,5,8,1.0,satisfied
40231,36929,Male,Loyal Customer,47,Business travel,Eco,867,4,5,5,5,4,4,4,4,1,4,3,2,1,4,0,28.0,satisfied
31585,44487,Female,Loyal Customer,41,Personal Travel,Eco,476,2,1,2,3,1,2,1,1,4,4,3,3,3,1,14,0.0,neutral or dissatisfied
77045,1239,Female,Loyal Customer,22,Personal Travel,Eco,164,3,1,3,1,5,3,5,5,3,2,1,1,1,5,0,0.0,neutral or dissatisfied
82822,38899,Male,Loyal Customer,55,Business travel,Business,320,0,0,0,3,4,5,3,2,2,1,1,2,2,1,0,0.0,satisfied
56963,9853,Male,disloyal Customer,26,Business travel,Business,717,3,3,3,4,1,3,2,1,5,3,5,5,4,1,0,0.0,neutral or dissatisfied
87161,109548,Male,Loyal Customer,52,Personal Travel,Eco,993,1,4,2,4,5,2,4,5,4,2,4,3,5,5,62,83.0,neutral or dissatisfied
26987,99495,Female,Loyal Customer,69,Personal Travel,Eco,307,5,5,5,2,5,4,5,4,4,5,4,5,4,3,13,16.0,satisfied
2046,129129,Male,Loyal Customer,52,Business travel,Business,954,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
20339,5376,Male,disloyal Customer,22,Business travel,Eco,812,3,3,3,4,5,3,3,5,4,4,4,3,3,5,0,0.0,neutral or dissatisfied
49867,115866,Male,disloyal Customer,27,Business travel,Business,358,2,2,2,3,1,2,1,1,2,2,3,3,1,1,0,0.0,neutral or dissatisfied
102514,128109,Female,Loyal Customer,31,Business travel,Business,1587,1,1,1,1,5,5,5,5,4,4,5,5,4,5,0,0.0,satisfied
53645,38,Female,Loyal Customer,51,Business travel,Business,215,4,4,4,4,3,4,5,5,5,4,5,4,5,3,0,0.0,satisfied
95005,6869,Female,Loyal Customer,38,Personal Travel,Eco,622,3,4,3,4,2,3,2,2,2,2,3,3,3,2,0,0.0,neutral or dissatisfied
74294,24323,Female,Loyal Customer,20,Business travel,Eco,1048,2,2,2,2,2,2,3,2,3,1,2,2,1,2,90,87.0,neutral or dissatisfied
102663,106093,Male,Loyal Customer,48,Business travel,Business,302,2,2,2,2,4,4,4,4,4,4,4,4,4,5,27,19.0,satisfied
68948,81586,Female,Loyal Customer,43,Business travel,Business,334,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
68228,113495,Female,disloyal Customer,36,Business travel,Eco,236,2,1,2,4,4,2,1,4,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
69304,88909,Male,Loyal Customer,67,Personal Travel,Eco,859,5,4,5,2,2,5,2,2,5,2,5,3,4,2,0,0.0,satisfied
91821,54182,Male,Loyal Customer,35,Business travel,Business,1400,3,3,3,3,4,4,4,3,3,3,3,4,3,3,0,16.0,neutral or dissatisfied
4071,81624,Female,Loyal Customer,30,Business travel,Business,3807,3,3,3,3,5,5,5,5,3,4,4,5,5,5,0,0.0,satisfied
65570,57315,Female,Loyal Customer,42,Business travel,Business,414,5,5,1,5,5,5,4,4,4,4,4,5,4,4,11,0.0,satisfied
5517,126420,Female,Loyal Customer,59,Business travel,Business,3634,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,0.0,satisfied
27395,59981,Female,Loyal Customer,19,Personal Travel,Eco,937,3,4,3,2,3,3,3,3,3,3,5,4,5,3,0,0.0,neutral or dissatisfied
55663,61718,Male,Loyal Customer,52,Business travel,Business,1464,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
26882,77835,Female,Loyal Customer,62,Personal Travel,Eco,874,1,5,2,4,3,5,4,4,4,2,4,5,4,5,19,13.0,neutral or dissatisfied
33219,54939,Female,Loyal Customer,47,Business travel,Business,1379,2,1,5,1,3,4,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
54231,86685,Male,Loyal Customer,38,Personal Travel,Business,1747,3,4,3,5,2,4,4,1,1,3,1,4,1,5,50,32.0,neutral or dissatisfied
97623,24264,Male,Loyal Customer,46,Personal Travel,Eco,147,3,4,3,3,4,3,4,4,4,3,4,4,4,4,9,4.0,neutral or dissatisfied
70779,73702,Female,Loyal Customer,33,Business travel,Business,2676,4,4,4,4,4,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
33517,90174,Female,Loyal Customer,23,Personal Travel,Eco,1084,1,4,1,2,3,1,3,3,5,5,4,5,4,3,32,15.0,neutral or dissatisfied
81289,76335,Female,Loyal Customer,11,Personal Travel,Eco Plus,2182,4,4,4,4,4,4,4,4,3,1,1,4,4,4,11,5.0,satisfied
71410,70819,Male,Loyal Customer,16,Personal Travel,Eco,624,3,5,3,2,5,3,5,5,4,2,5,5,5,5,0,0.0,neutral or dissatisfied
99640,13954,Male,Loyal Customer,54,Personal Travel,Eco,153,2,4,2,3,3,2,3,3,3,2,5,5,4,3,0,0.0,neutral or dissatisfied
85987,89069,Female,Loyal Customer,53,Business travel,Business,1947,3,3,3,3,5,4,4,3,3,3,3,5,3,4,0,4.0,satisfied
79087,123699,Male,Loyal Customer,31,Personal Travel,Eco,214,3,5,0,4,4,0,4,4,5,4,4,3,4,4,18,6.0,neutral or dissatisfied
66403,31136,Female,Loyal Customer,9,Personal Travel,Eco,991,3,5,3,3,2,3,2,2,4,5,5,5,5,2,16,11.0,neutral or dissatisfied
2106,115666,Male,Loyal Customer,39,Business travel,Eco,333,2,1,1,1,2,2,2,2,2,4,4,2,3,2,0,0.0,neutral or dissatisfied
20011,10394,Male,Loyal Customer,52,Business travel,Business,2092,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
103736,120816,Male,Loyal Customer,63,Personal Travel,Eco,666,2,4,2,3,4,2,4,4,3,5,5,5,5,4,0,3.0,neutral or dissatisfied
99873,107782,Female,Loyal Customer,31,Business travel,Business,666,4,4,4,4,2,2,2,2,4,3,4,4,4,2,7,27.0,satisfied
86874,89372,Female,Loyal Customer,59,Business travel,Business,134,1,1,5,1,3,5,4,5,5,5,4,3,5,3,0,1.0,satisfied
98999,13470,Female,Loyal Customer,19,Personal Travel,Eco,409,2,4,1,4,4,1,4,4,4,3,3,1,4,4,6,6.0,neutral or dissatisfied
5912,76370,Male,Loyal Customer,44,Business travel,Business,3339,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,19.0,satisfied
19192,31895,Male,Loyal Customer,26,Personal Travel,Eco,2762,2,0,2,3,5,2,1,5,4,4,4,4,1,5,0,0.0,neutral or dissatisfied
29683,33797,Female,Loyal Customer,25,Business travel,Eco,1521,0,4,0,3,2,0,2,2,3,5,5,3,1,2,0,6.0,satisfied
52346,78482,Male,Loyal Customer,51,Business travel,Business,1914,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
31197,44451,Male,Loyal Customer,53,Personal Travel,Eco,1203,4,4,4,2,1,4,1,1,4,5,1,4,5,1,50,39.0,neutral or dissatisfied
44065,17754,Female,Loyal Customer,25,Personal Travel,Eco,383,4,3,4,4,4,4,4,4,1,3,3,4,4,4,0,0.0,neutral or dissatisfied
100400,95233,Male,Loyal Customer,24,Personal Travel,Eco,248,2,5,2,2,2,2,2,2,4,3,4,3,5,2,0,1.0,neutral or dissatisfied
63030,76915,Male,Loyal Customer,40,Business travel,Business,630,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
84033,64507,Female,Loyal Customer,43,Business travel,Business,3172,3,3,3,3,4,5,5,4,4,4,5,4,4,5,7,3.0,satisfied
2117,79166,Female,Loyal Customer,48,Business travel,Business,2422,2,2,2,2,4,4,4,5,3,5,4,4,4,4,0,0.0,satisfied
68481,98062,Female,Loyal Customer,21,Personal Travel,Business,1449,2,3,2,3,1,2,1,1,2,2,3,4,4,1,59,38.0,neutral or dissatisfied
78031,100703,Male,Loyal Customer,58,Personal Travel,Eco,628,3,5,3,3,3,3,4,3,4,3,5,5,4,3,41,36.0,neutral or dissatisfied
65611,28047,Female,Loyal Customer,29,Business travel,Business,1739,2,2,2,2,5,4,5,5,5,2,3,3,2,5,81,115.0,satisfied
17372,53528,Female,Loyal Customer,44,Business travel,Eco Plus,2442,5,1,1,1,5,5,5,5,1,5,2,5,5,5,1,0.0,satisfied
66662,70053,Female,Loyal Customer,62,Personal Travel,Eco,583,3,5,3,3,2,5,5,2,2,3,2,5,2,3,0,0.0,neutral or dissatisfied
29742,75960,Male,Loyal Customer,54,Business travel,Business,2432,1,3,3,3,5,3,3,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied
18069,61352,Female,Loyal Customer,37,Business travel,Business,3497,2,3,3,3,2,3,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
58715,54534,Female,Loyal Customer,67,Personal Travel,Eco,925,2,5,2,3,3,5,5,1,1,2,1,4,1,5,0,0.0,neutral or dissatisfied
76971,123160,Male,Loyal Customer,48,Business travel,Business,107,4,4,4,4,2,2,1,3,3,4,5,3,3,1,38,29.0,satisfied
79050,59446,Female,Loyal Customer,54,Business travel,Business,3098,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
90232,101335,Female,Loyal Customer,25,Business travel,Business,1771,1,1,1,1,4,4,4,4,4,5,4,4,4,4,25,0.0,satisfied
90206,41798,Male,Loyal Customer,69,Business travel,Eco,257,3,2,2,2,3,3,3,3,2,3,1,5,2,3,0,0.0,satisfied
37487,118621,Male,Loyal Customer,29,Business travel,Eco,338,2,3,3,3,2,2,2,2,4,3,2,1,3,2,20,16.0,neutral or dissatisfied
4333,85194,Female,disloyal Customer,20,Business travel,Eco,874,3,3,3,3,5,3,4,5,3,5,3,2,4,5,3,11.0,neutral or dissatisfied
21711,121792,Female,disloyal Customer,37,Business travel,Business,366,4,4,4,1,1,4,1,1,4,4,5,4,5,1,0,0.0,satisfied
803,49278,Female,disloyal Customer,37,Business travel,Eco,308,2,0,2,1,5,2,5,5,2,2,3,1,5,5,0,3.0,neutral or dissatisfied
29758,10880,Male,disloyal Customer,20,Business travel,Eco,429,1,4,1,3,1,1,1,3,3,4,4,1,4,1,184,193.0,neutral or dissatisfied
23242,30845,Female,Loyal Customer,59,Personal Travel,Eco,936,2,4,2,4,5,3,4,3,3,2,3,2,3,2,0,9.0,neutral or dissatisfied
2607,117447,Male,Loyal Customer,47,Business travel,Eco,1107,3,4,4,4,3,3,3,3,4,2,4,2,3,3,0,0.0,neutral or dissatisfied
18740,37736,Female,Loyal Customer,37,Personal Travel,Eco,972,1,1,1,2,2,1,2,2,1,4,2,4,3,2,0,0.0,neutral or dissatisfied
51622,8651,Female,Loyal Customer,40,Business travel,Business,2758,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
40761,70050,Female,Loyal Customer,12,Personal Travel,Eco,583,5,5,5,3,3,5,3,3,3,4,5,3,4,3,0,0.0,satisfied
63952,84821,Female,disloyal Customer,30,Business travel,Eco,547,3,3,3,2,4,3,3,4,2,1,2,1,2,4,0,0.0,neutral or dissatisfied
81117,57168,Female,Loyal Customer,59,Business travel,Business,2227,5,5,5,5,5,4,4,4,4,4,4,3,4,5,79,43.0,satisfied
28814,109894,Female,Loyal Customer,54,Business travel,Eco,744,3,1,1,1,2,1,4,3,3,3,3,4,3,4,20,5.0,satisfied
29602,97058,Female,Loyal Customer,46,Business travel,Business,1476,5,5,5,5,5,5,5,3,3,3,3,5,3,3,54,59.0,satisfied
10543,127143,Male,Loyal Customer,20,Personal Travel,Eco,621,1,4,1,2,5,1,5,5,4,5,5,3,5,5,0,0.0,neutral or dissatisfied
60929,71495,Male,Loyal Customer,43,Personal Travel,Business,1120,1,4,1,1,5,4,4,4,4,1,4,5,4,3,3,0.0,neutral or dissatisfied
75217,8640,Male,Loyal Customer,35,Business travel,Business,2108,0,4,0,3,3,4,5,5,5,5,2,5,5,3,2,0.0,satisfied
90512,33578,Female,Loyal Customer,25,Business travel,Business,2708,4,4,4,4,5,5,5,5,2,1,1,4,2,5,0,0.0,satisfied
53021,80773,Female,Loyal Customer,48,Personal Travel,Eco Plus,629,3,5,3,4,4,4,5,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
70118,100016,Female,disloyal Customer,32,Business travel,Business,289,1,1,1,2,3,1,3,3,4,5,5,3,4,3,37,41.0,neutral or dissatisfied
57403,123306,Female,disloyal Customer,45,Business travel,Business,328,5,5,5,4,2,5,1,2,4,4,5,3,5,2,0,3.0,satisfied
82477,80528,Female,Loyal Customer,49,Business travel,Business,1678,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,12.0,satisfied
73779,77629,Female,Loyal Customer,54,Business travel,Business,3936,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
90062,48688,Female,Loyal Customer,26,Business travel,Business,109,5,5,3,5,4,4,4,4,4,5,4,4,4,4,6,0.0,satisfied
78160,111722,Female,Loyal Customer,45,Personal Travel,Eco,495,2,4,2,3,3,4,4,1,1,2,1,3,1,5,8,5.0,neutral or dissatisfied
84874,18578,Female,Loyal Customer,37,Business travel,Business,2631,4,2,2,2,4,3,4,4,4,4,4,4,4,2,10,9.0,neutral or dissatisfied
31982,31710,Female,Loyal Customer,22,Personal Travel,Eco,853,3,5,3,3,4,3,4,4,3,3,5,3,4,4,2,4.0,neutral or dissatisfied
4573,90726,Female,disloyal Customer,23,Business travel,Business,404,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0,0.0,satisfied
90410,121753,Female,Loyal Customer,38,Business travel,Business,1931,5,2,5,5,4,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
76144,1045,Male,Loyal Customer,69,Business travel,Business,396,4,4,4,4,4,3,3,3,3,4,3,5,3,2,0,0.0,satisfied
66019,69258,Male,Loyal Customer,19,Business travel,Business,1903,1,4,4,4,1,1,1,1,3,2,3,4,2,1,0,0.0,neutral or dissatisfied
21546,6308,Male,Loyal Customer,60,Business travel,Business,315,1,1,1,1,4,4,4,4,4,4,4,3,4,5,25,65.0,satisfied
54820,63241,Female,Loyal Customer,56,Business travel,Business,337,2,2,2,2,2,5,4,5,5,5,5,5,5,5,2,0.0,satisfied
101380,32557,Male,Loyal Customer,70,Business travel,Business,1582,3,4,4,4,4,3,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
29796,32009,Male,Loyal Customer,56,Personal Travel,Business,101,3,3,3,1,2,1,1,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
46644,119422,Male,Loyal Customer,54,Personal Travel,Eco,399,3,4,3,2,5,3,5,5,4,5,4,5,5,5,0,0.0,neutral or dissatisfied
80586,18783,Male,Loyal Customer,46,Business travel,Business,551,4,4,5,4,1,3,4,4,4,4,4,3,4,3,0,0.0,satisfied
74310,35579,Male,Loyal Customer,33,Business travel,Eco Plus,1005,5,5,5,5,5,5,5,5,2,2,4,4,1,5,10,0.0,satisfied
51939,100349,Male,Loyal Customer,49,Personal Travel,Eco,1052,5,1,5,2,2,5,2,2,3,5,1,1,1,2,42,44.0,satisfied
43198,8211,Male,Loyal Customer,35,Business travel,Eco,530,2,1,2,1,2,2,2,2,4,1,3,4,3,2,0,10.0,neutral or dissatisfied
99936,97734,Female,Loyal Customer,45,Business travel,Eco,787,3,2,2,2,4,4,3,3,3,3,3,3,3,4,19,45.0,neutral or dissatisfied
50418,125806,Female,Loyal Customer,55,Business travel,Business,951,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
101701,5571,Male,Loyal Customer,45,Personal Travel,Eco,501,1,3,1,4,4,1,4,4,3,3,3,5,5,4,116,86.0,neutral or dissatisfied
32428,109386,Female,Loyal Customer,9,Personal Travel,Eco,1046,4,4,4,3,2,4,2,2,3,4,5,3,4,2,1,0.0,neutral or dissatisfied
43076,3725,Male,Loyal Customer,53,Personal Travel,Eco,431,3,4,3,5,3,3,3,3,5,4,5,3,5,3,106,89.0,neutral or dissatisfied
1002,47318,Male,Loyal Customer,28,Business travel,Business,1942,4,4,3,4,5,5,5,5,1,2,5,5,4,5,0,0.0,satisfied
78862,97169,Male,Loyal Customer,43,Personal Travel,Eco,1357,3,2,3,3,5,3,5,5,3,4,4,2,3,5,6,7.0,neutral or dissatisfied
30120,81093,Female,Loyal Customer,31,Personal Travel,Eco,931,2,4,2,2,1,2,1,1,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
72020,66072,Female,Loyal Customer,56,Personal Travel,Eco,1055,2,4,2,2,4,3,1,3,3,2,3,3,3,4,1,0.0,neutral or dissatisfied
81803,36744,Male,Loyal Customer,30,Business travel,Business,2611,2,2,4,2,5,4,4,3,3,3,5,4,3,4,0,2.0,satisfied
1428,55788,Female,Loyal Customer,59,Business travel,Business,2400,2,2,2,2,5,5,5,4,5,4,5,5,5,5,0,0.0,satisfied
38040,40793,Male,disloyal Customer,30,Business travel,Eco,599,3,3,3,3,1,3,1,1,2,4,2,5,1,1,0,2.0,neutral or dissatisfied
91617,43704,Male,Loyal Customer,39,Business travel,Eco,257,4,4,4,4,4,4,4,4,1,5,3,1,3,4,0,0.0,neutral or dissatisfied
65528,33027,Male,Loyal Customer,39,Personal Travel,Eco,216,1,5,1,5,4,1,4,4,3,2,5,5,4,4,0,0.0,neutral or dissatisfied
53088,126696,Male,Loyal Customer,40,Business travel,Business,2521,3,3,3,3,4,5,5,4,4,4,4,4,4,3,0,12.0,satisfied
22581,47764,Female,disloyal Customer,42,Business travel,Eco,329,3,4,3,2,1,3,1,1,5,4,2,5,2,1,0,0.0,neutral or dissatisfied
39954,109247,Male,Loyal Customer,7,Personal Travel,Eco,616,2,5,2,3,3,2,1,3,3,5,2,4,1,3,32,36.0,neutral or dissatisfied
90152,122663,Female,Loyal Customer,54,Business travel,Business,361,3,3,2,3,5,4,4,4,4,4,4,5,4,4,0,5.0,satisfied
102871,29342,Female,Loyal Customer,54,Business travel,Eco Plus,834,4,3,3,3,5,3,3,4,4,4,4,3,4,5,0,0.0,satisfied
92461,118356,Female,Loyal Customer,32,Personal Travel,Eco,602,2,5,2,1,2,2,2,2,4,2,4,5,4,2,56,71.0,neutral or dissatisfied
84847,4527,Female,Loyal Customer,59,Business travel,Business,2375,3,3,3,3,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
76193,96305,Male,Loyal Customer,21,Business travel,Business,1523,5,5,5,5,4,5,4,4,3,4,5,3,4,4,109,91.0,satisfied
42896,127453,Female,Loyal Customer,37,Personal Travel,Business,2075,4,2,4,4,1,2,3,4,4,4,4,4,4,2,2,0.0,neutral or dissatisfied
91653,104028,Female,Loyal Customer,48,Business travel,Business,3209,2,2,2,2,2,4,5,5,5,5,5,3,5,5,53,51.0,satisfied
70046,115850,Female,disloyal Customer,23,Business travel,Eco,373,1,2,1,4,4,1,4,4,2,2,3,1,3,4,0,0.0,neutral or dissatisfied
87561,4166,Male,Loyal Customer,50,Personal Travel,Eco,431,2,4,5,5,4,5,4,4,3,3,4,3,4,4,0,9.0,neutral or dissatisfied
34587,87139,Male,Loyal Customer,52,Business travel,Eco Plus,594,1,5,5,5,1,1,1,1,1,1,3,3,4,1,35,23.0,neutral or dissatisfied
23044,12320,Male,Loyal Customer,36,Business travel,Business,253,1,4,4,4,4,2,3,1,1,2,1,4,1,2,0,12.0,neutral or dissatisfied
39993,67485,Female,Loyal Customer,51,Business travel,Business,3022,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
41589,7046,Female,Loyal Customer,31,Personal Travel,Eco Plus,196,2,3,2,2,1,2,1,1,3,1,1,3,3,1,0,0.0,neutral or dissatisfied
26164,104887,Male,Loyal Customer,44,Business travel,Business,1939,1,1,3,1,5,4,5,5,5,5,5,5,5,5,32,19.0,satisfied
75232,25773,Female,Loyal Customer,26,Business travel,Business,3607,5,5,5,5,2,2,2,2,3,5,3,4,1,2,4,0.0,satisfied
47559,114067,Female,Loyal Customer,50,Business travel,Eco,1892,2,1,1,1,1,2,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
73584,50786,Male,Loyal Customer,35,Personal Travel,Eco,190,3,3,3,4,4,3,4,4,3,5,3,4,3,4,20,15.0,neutral or dissatisfied
13050,66645,Female,Loyal Customer,56,Business travel,Business,2077,5,5,5,5,2,5,5,5,5,5,5,3,5,5,63,44.0,satisfied
56189,77130,Male,Loyal Customer,39,Personal Travel,Eco Plus,1481,3,4,4,4,1,4,1,1,5,5,5,5,3,1,0,0.0,neutral or dissatisfied
25076,62311,Female,Loyal Customer,49,Business travel,Eco,414,1,1,1,1,3,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
66103,64655,Male,Loyal Customer,50,Business travel,Business,247,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
